Campaign budget analysis data export
"February 11, 2022 - November 10, 2025"
Campaign,Day,Campaign ID,Budget,Clicks,Impr.,Currency code,Cost,CTR,Avg. CPC,Conversions
Valmark Cityville Generic Search - 20 May 24,2025-04-06,21307500650,9200.00,3,10,INR,50.61,30.00%,16.87,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-06,21367850110,7000.00,39,128,INR,2481.20,30.47%,63.62,4.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-06,22082957992,5000.00,7,15,INR,2104.19,46.67%,300.60,0.00
Cityville - Competitors 24 Jan 25,2025-04-06,22164812824,10000.00,0,11,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-06,22391072129,4800.00,3,37,INR,136.14,8.11%,45.38,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-07,19805351172,13000.00,15,73,INR,482.30,20.55%,32.15,0.00
Inspira Tropical Garden Brand Keywords,2025-04-07,21015668604,8100.00,7,26,INR,320.97,26.92%,45.85,0.00
Shriram Hebbal - Brand Search,2025-04-07,21048683503,3000.00,11,28,INR,1109.93,39.29%,100.90,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-07,21307500650,9200.00,0,4,INR,0.00,0.00%,0,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-07,21367850110,7000.00,24,94,INR,1412.05,25.53%,58.84,0.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-07,22082957992,5000.00,5,17,INR,499.14,29.41%,99.83,0.00
Cityville - Competitors 24 Jan 25,2025-04-07,22164812824,10000.00,2,9,INR,152.72,22.22%,76.36,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-07,22391072129,4800.00,2,31,INR,66.59,6.45%,33.30,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-08,19805351172,13000.00,8,70,INR,401.82,11.43%,50.23,0.00
Inspira Tropical Garden Brand Keywords,2025-04-08,21015668604,8100.00,4,20,INR,84.24,20.00%,21.06,0.00
Shriram Hebbal - Brand Search,2025-04-08,21048683503,3000.00,3,20,INR,182.82,15.00%,60.94,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-08,21307500650,9200.00,1,6,INR,7.76,16.67%,7.76,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-08,21367850110,7000.00,15,103,INR,1199.11,14.56%,79.94,2.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-08,22082957992,5000.00,0,16,INR,0.00,0.00%,0,0.00
Cityville - Competitors 24 Jan 25,2025-04-08,22164812824,10000.00,0,17,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-08,22391072129,4800.00,1,19,INR,22.17,5.26%,22.17,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-09,19805351172,13000.00,6,73,INR,160.08,8.22%,26.68,0.00
Inspira Tropical Garden Brand Keywords,2025-04-09,21015668604,8100.00,5,26,INR,221.92,19.23%,44.38,0.00
Shriram Hebbal - Brand Search,2025-04-09,21048683503,3000.00,7,19,INR,652.51,36.84%,93.22,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-09,21307500650,9200.00,2,6,INR,28.52,33.33%,14.26,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-09,21367850110,7000.00,28,124,INR,1750.82,22.58%,62.53,0.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-09,22082957992,5000.00,2,16,INR,147.16,12.50%,73.58,0.00
Cityville - Competitors 24 Jan 25,2025-04-09,22164812824,10000.00,0,3,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-09,22391072129,4800.00,0,27,INR,0.00,0.00%,0,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-10,19805351172,13000.00,22,94,INR,829.53,23.40%,37.71,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-10,20039018782,6000.00,0,0,INR,0.00,0,0,0.00
Inspira Tropical Garden Brand Keywords,2025-04-10,21015668604,8100.00,2,13,INR,67.65,15.38%,33.82,0.00
Shriram Hebbal - Brand Search,2025-04-10,21048683503,3000.00,12,42,INR,620.19,28.57%,51.68,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-10,21307500650,9200.00,0,4,INR,0.00,0.00%,0,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-10,21367850110,7000.00,17,100,INR,1109.43,17.00%,65.26,0.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-10,22082957992,5000.00,5,12,INR,1111.50,41.67%,222.30,0.00
Cityville - Competitors 24 Jan 25,2025-04-10,22164812824,10000.00,1,7,INR,66.95,14.29%,66.95,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-10,22391072129,4800.00,1,31,INR,48.54,3.23%,48.54,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-11,19805351172,13000.00,7,89,INR,206.12,7.87%,29.45,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-11,20039018782,6000.00,11,47,INR,975.63,23.40%,88.69,0.00
Inspira Tropical Garden Brand Keywords,2025-04-11,21015668604,8100.00,6,19,INR,135.81,31.58%,22.64,1.00
Shriram Hebbal - Brand Search,2025-04-11,21048683503,3000.00,9,20,INR,766.00,45.00%,85.11,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-11,21307500650,9200.00,0,1,INR,0.00,0.00%,0,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-11,21367850110,7000.00,18,105,INR,1186.62,17.14%,65.92,0.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-11,22082957992,5000.00,5,20,INR,905.88,25.00%,181.18,0.00
Cityville - Competitors 24 Jan 25,2025-04-11,22164812824,10000.00,0,9,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-11,22391072129,4800.00,0,20,INR,0.00,0.00%,0,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-12,19805351172,13000.00,19,80,INR,915.66,23.75%,48.19,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-12,20039018782,6000.00,15,76,INR,1387.98,19.74%,92.53,0.00
Inspira Tropical Garden Brand Keywords,2025-04-12,21015668604,8100.00,3,22,INR,65.40,13.64%,21.80,1.00
Shriram Hebbal - Brand Search,2025-04-12,21048683503,3000.00,5,27,INR,311.59,18.52%,62.32,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-12,21307500650,9200.00,1,9,INR,17.27,11.11%,17.27,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-12,21367850110,7000.00,23,110,INR,1467.06,20.91%,63.79,1.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-12,22082957992,5000.00,5,19,INR,511.18,26.32%,102.24,0.00
Cityville - Competitors 24 Jan 25,2025-04-12,22164812824,10000.00,3,5,INR,195.51,60.00%,65.17,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-12,22391072129,4800.00,3,40,INR,117.86,7.50%,39.29,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-13,19805351172,13000.00,11,90,INR,304.94,12.22%,27.72,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-13,20039018782,6000.00,10,93,INR,784.72,10.75%,78.47,1.00
Inspira Tropical Garden Brand Keywords,2025-04-13,21015668604,8100.00,3,29,INR,89.62,10.34%,29.87,0.00
Shriram Hebbal - Brand Search,2025-04-13,21048683503,3000.00,5,9,INR,297.67,55.56%,59.53,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-13,21307500650,9200.00,1,4,INR,5.17,25.00%,5.17,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-13,21367850110,7000.00,25,104,INR,1775.92,24.04%,71.04,2.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-13,22082957992,5000.00,6,13,INR,1006.94,46.15%,167.82,0.00
Cityville - 24 Jan 25,2025-04-13,22153977522,10000.00,0,1,INR,0.00,0.00%,0,0.00
Cityville - Competitors 24 Jan 25,2025-04-13,22164812824,10000.00,0,9,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-13,22391072129,4800.00,0,26,INR,0.00,0.00%,0,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-14,19805351172,13000.00,13,88,INR,626.63,14.77%,48.20,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-14,20039018782,6000.00,9,83,INR,1288.19,10.84%,143.13,3.00
Inspira Tropical Garden Brand Keywords,2025-04-14,21015668604,8100.00,5,27,INR,165.34,18.52%,33.07,0.00
Shriram Hebbal - Brand Search,2025-04-14,21048683503,3000.00,4,15,INR,229.12,26.67%,57.28,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-14,21307500650,9200.00,1,8,INR,47.05,12.50%,47.05,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-14,21367850110,7000.00,32,122,INR,2009.98,26.23%,62.81,1.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-14,22082957992,5000.00,3,26,INR,382.14,11.54%,127.38,0.00
Cityville - Competitors 24 Jan 25,2025-04-14,22164812824,10000.00,1,13,INR,58.28,7.69%,58.28,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-14,22391072129,4800.00,2,28,INR,63.55,7.14%,31.78,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-15,19805351172,13000.00,11,68,INR,524.95,16.18%,47.72,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-15,20039018782,6000.00,12,103,INR,723.93,11.65%,60.33,0.00
Inspira Tropical Garden Brand Keywords,2025-04-15,21015668604,8100.00,4,22,INR,111.72,18.18%,27.93,0.00
Shriram Hebbal - Brand Search,2025-04-15,21048683503,3000.00,2,23,INR,227.14,8.70%,113.57,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-15,21307500650,9200.00,1,4,INR,14.99,25.00%,14.99,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-15,21367850110,7000.00,15,101,INR,1124.53,14.85%,74.97,0.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-15,22082957992,5000.00,6,25,INR,1417.03,24.00%,236.17,0.00
Cityville - Competitors 24 Jan 25,2025-04-15,22164812824,10000.00,0,6,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-15,22391072129,4800.00,1,20,INR,60.65,5.00%,60.65,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-16,19805351172,13000.00,11,103,INR,508.80,10.68%,46.25,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-16,20039018782,6000.00,10,79,INR,927.07,12.66%,92.71,0.00
Inspira Tropical Garden Brand Keywords,2025-04-16,21015668604,8100.00,4,37,INR,126.61,10.81%,31.65,0.00
Shriram Hebbal - Brand Search,2025-04-16,21048683503,3000.00,9,32,INR,419.85,28.13%,46.65,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-16,21307500650,9200.00,2,18,INR,54.68,11.11%,27.34,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-16,21367850110,7000.00,20,111,INR,1029.86,18.02%,51.49,2.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-16,22082957992,5000.00,0,11,INR,0.00,0.00%,0,0.00
Cityville - 24 Jan 25,2025-04-16,22153977522,10000.00,0,2,INR,0.00,0.00%,0,0.00
Cityville - Competitors 24 Jan 25,2025-04-16,22164812824,10000.00,1,5,INR,53.66,20.00%,53.66,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-16,22391072129,4800.00,3,22,INR,225.36,13.64%,75.12,1.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-17,19805351172,13000.00,12,71,INR,507.99,16.90%,42.33,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-17,20039018782,6000.00,8,82,INR,597.28,9.76%,74.66,0.00
Inspira Tropical Garden Brand Keywords,2025-04-17,21015668604,8100.00,2,21,INR,57.79,9.52%,28.90,0.00
Shriram Hebbal - Brand Search,2025-04-17,21048683503,3000.00,3,18,INR,247.53,16.67%,82.51,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-17,21307500650,9200.00,2,9,INR,53.28,22.22%,26.64,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-17,21367850110,7000.00,18,111,INR,1537.32,16.22%,85.41,0.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-17,22082957992,5000.00,2,17,INR,57.94,11.76%,28.97,0.00
Cityville - Competitors 24 Jan 25,2025-04-17,22164812824,10000.00,0,3,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-17,22391072129,4800.00,2,26,INR,65.86,7.69%,32.93,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-18,19805351172,13000.00,11,77,INR,469.86,14.29%,42.71,0.33
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-18,20039018782,6000.00,12,62,INR,683.21,19.35%,56.93,7.00
Inspira Tropical Garden Brand Keywords,2025-04-18,21015668604,8100.00,7,24,INR,319.79,29.17%,45.68,0.00
Shriram Hebbal - Brand Search,2025-04-18,21048683503,3000.00,9,25,INR,476.68,36.00%,52.96,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-18,21307500650,9200.00,1,5,INR,8.81,20.00%,8.81,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-18,21367850110,7000.00,30,166,INR,1882.26,18.07%,62.74,0.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-18,22082957992,5000.00,6,22,INR,1126.81,27.27%,187.80,0.00
Cityville - Competitors 24 Jan 25,2025-04-18,22164812824,10000.00,0,5,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-18,22391072129,4800.00,0,5,INR,0.00,0.00%,0,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-19,19805351172,13000.00,14,77,INR,562.05,18.18%,40.15,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-19,20039018782,6000.00,11,76,INR,549.68,14.47%,49.97,0.00
Inspira Tropical Garden Brand Keywords,2025-04-19,21015668604,8100.00,7,24,INR,210.54,29.17%,30.08,0.00
Shriram Hebbal - Brand Search,2025-04-19,21048683503,3000.00,5,20,INR,372.46,25.00%,74.49,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-19,21307500650,9200.00,3,7,INR,207.21,42.86%,69.07,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-19,21367850110,7000.00,22,162,INR,1376.17,13.58%,62.55,1.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-19,22082957992,5000.00,3,30,INR,845.00,10.00%,281.67,0.00
Cityville - Competitors 24 Jan 25,2025-04-19,22164812824,10000.00,1,6,INR,36.87,16.67%,36.87,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-19,22391072129,4800.00,1,15,INR,43.49,6.67%,43.49,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-20,19805351172,13000.00,15,88,INR,772.11,17.05%,51.47,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-20,20039018782,6000.00,6,54,INR,327.75,11.11%,54.63,0.00
Inspira Tropical Garden Brand Keywords,2025-04-20,21015668604,8100.00,6,14,INR,276.12,42.86%,46.02,0.00
Shriram Hebbal - Brand Search,2025-04-20,21048683503,3000.00,5,22,INR,262.94,22.73%,52.59,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-20,21307500650,9200.00,0,6,INR,0.00,0.00%,0,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-20,21367850110,7000.00,31,168,INR,2324.95,18.45%,75.00,1.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-20,22082957992,5000.00,5,26,INR,660.70,19.23%,132.14,0.00
Cityville - Competitors 24 Jan 25,2025-04-20,22164812824,10000.00,1,3,INR,30.24,33.33%,30.24,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-20,22391072129,4800.00,4,16,INR,257.14,25.00%,64.29,1.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-21,19805351172,13000.00,16,93,INR,687.87,17.20%,42.99,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-21,20039018782,6000.00,7,89,INR,939.57,7.87%,134.22,1.00
Inspira Tropical Garden Brand Keywords,2025-04-21,21015668604,8100.00,5,24,INR,172.38,20.83%,34.48,0.00
Shriram Hebbal - Brand Search,2025-04-21,21048683503,3000.00,3,13,INR,93.62,23.08%,31.21,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-21,21307500650,9200.00,2,12,INR,32.40,16.67%,16.20,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-21,21367850110,7000.00,25,182,INR,1953.44,13.74%,78.14,1.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-21,22082957992,5000.00,6,25,INR,1063.70,24.00%,177.28,0.00
Cityville - Competitors 24 Jan 25,2025-04-21,22164812824,10000.00,0,13,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-21,22391072129,4800.00,1,28,INR,25.97,3.57%,25.97,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-22,19805351172,13000.00,10,79,INR,433.93,12.66%,43.39,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-22,20039018782,6000.00,12,72,INR,1275.60,16.67%,106.30,0.00
Inspira Tropical Garden Brand Keywords,2025-04-22,21015668604,8100.00,2,10,INR,58.51,20.00%,29.26,0.00
Shriram Hebbal - Brand Search,2025-04-22,21048683503,3000.00,7,21,INR,345.82,33.33%,49.40,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-22,21307500650,9200.00,1,18,INR,0.51,5.56%,0.51,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-22,21367850110,7000.00,29,191,INR,1593.35,15.18%,54.94,2.50
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-22,22082957992,5000.00,4,33,INR,670.55,12.12%,167.64,0.00
Cityville - Competitors 24 Jan 25,2025-04-22,22164812824,10000.00,0,0,INR,0.00,0,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-22,22391072129,4800.00,1,25,INR,26.01,4.00%,26.01,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-23,19805351172,13000.00,14,88,INR,302.43,15.91%,21.60,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-23,20039018782,6000.00,10,59,INR,863.65,16.95%,86.36,0.00
Inspira Tropical Garden Brand Keywords,2025-04-23,21015668604,8100.00,6,27,INR,142.40,22.22%,23.73,0.00
Shriram Hebbal - Brand Search,2025-04-23,21048683503,3000.00,5,20,INR,339.93,25.00%,67.99,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-23,21307500650,9200.00,4,11,INR,77.24,36.36%,19.31,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-23,21367850110,7000.00,16,135,INR,941.06,11.85%,58.82,1.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-23,22082957992,5000.00,4,22,INR,415.80,18.18%,103.95,0.00
Cityville - Competitors 24 Jan 25,2025-04-23,22164812824,10000.00,0,3,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-23,22391072129,4800.00,2,36,INR,63.60,5.56%,31.80,1.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-24,19805351172,13000.00,11,74,INR,218.09,14.86%,19.83,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-24,20039018782,6000.00,5,58,INR,561.83,8.62%,112.37,1.00
Inspira Tropical Garden Brand Keywords,2025-04-24,21015668604,8100.00,5,18,INR,119.04,27.78%,23.81,0.00
Shriram Hebbal - Brand Search,2025-04-24,21048683503,3000.00,5,20,INR,371.45,25.00%,74.29,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-24,21307500650,9200.00,0,11,INR,0.00,0.00%,0,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-24,21367850110,7000.00,15,119,INR,651.96,12.61%,43.46,0.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-24,22082957992,5000.00,3,28,INR,288.72,10.71%,96.24,0.00
Cityville - Competitors 24 Jan 25,2025-04-24,22164812824,10000.00,0,3,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-24,22391072129,4800.00,1,21,INR,33.42,4.76%,33.42,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-25,19805351172,13000.00,14,97,INR,447.44,14.43%,31.96,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-25,20039018782,6000.00,13,55,INR,1926.02,23.64%,148.16,2.00
Inspira Tropical Garden Brand Keywords,2025-04-25,21015668604,8100.00,5,17,INR,193.59,29.41%,38.72,2.00
Shriram Hebbal - Brand Search,2025-04-25,21048683503,3000.00,4,16,INR,201.05,25.00%,50.26,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-25,21307500650,9200.00,0,13,INR,0.00,0.00%,0,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-25,21367850110,7000.00,23,138,INR,1015.52,16.67%,44.15,4.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-25,22082957992,5000.00,3,34,INR,1075.07,8.82%,358.36,0.00
Cityville - 24 Jan 25,2025-04-25,22153977522,10000.00,0,0,INR,0.00,0,0,0.00
Cityville - Competitors 24 Jan 25,2025-04-25,22164812824,10000.00,1,8,INR,59.06,12.50%,59.06,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-25,22391072129,4800.00,1,12,INR,56.44,8.33%,56.44,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-26,19805351172,13000.00,8,96,INR,369.46,8.33%,46.18,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-26,20039018782,6000.00,10,76,INR,731.66,13.16%,73.17,0.00
Inspira Tropical Garden Brand Keywords,2025-04-26,21015668604,8100.00,4,30,INR,166.30,13.33%,41.57,0.00
Shriram Hebbal - Brand Search,2025-04-26,21048683503,3000.00,3,14,INR,111.43,21.43%,37.14,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-26,21307500650,9200.00,3,9,INR,80.03,33.33%,26.68,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-26,21367850110,7000.00,27,156,INR,1101.07,17.31%,40.78,3.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-26,22082957992,5000.00,4,32,INR,451.35,12.50%,112.84,0.00
Cityville - 24 Jan 25,2025-04-26,22153977522,10000.00,2,3,INR,200.28,66.67%,100.14,0.00
Cityville - Competitors 24 Jan 25,2025-04-26,22164812824,10000.00,0,14,INR,0.00,0.00%,0,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-26,22391072129,4800.00,0,18,INR,0.00,0.00%,0,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-27,19805351172,13000.00,21,135,INR,704.35,15.56%,33.54,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-27,20039018782,6000.00,11,88,INR,587.51,12.50%,53.41,0.00
Inspira Tropical Garden Brand Keywords,2025-04-27,21015668604,8100.00,3,13,INR,105.16,23.08%,35.05,0.00
Shriram Hebbal - Brand Search,2025-04-27,21048683503,3000.00,5,15,INR,465.53,33.33%,93.11,0.00
Valmark Cityville Generic Search - 20 May 24,2025-04-27,21307500650,9200.00,2,17,INR,56.67,11.76%,28.34,0.00
Greeenesto Primus - Brand Campaign - 07June 24,2025-04-27,21367850110,7000.00,27,150,INR,1548.16,18.00%,57.34,1.00
Valmark Cityville | Search | Brand | 01 Jan 25,2025-04-27,22082957992,5000.00,5,32,INR,439.46,15.63%,87.89,0.00
Cityville - Competitors 24 Jan 25,2025-04-27,22164812824,10000.00,1,16,INR,79.65,6.25%,79.65,0.00
Shriram Hebbal - Office Space Leasing - 30 March 25,2025-04-27,22391072129,4800.00,0,20,INR,0.00,0.00%,0,0.00
Valmark Cityville | Search | Brand | 14 Mar 2023,2025-04-28,19805351172,13000.00,20,123,INR,638.64,16.26%,31.93,0.00
Living Walls Olde Town | Search Brand | 26 Apr2023,2025-04-28,20039018782,6000.00,17,100,INR,1578.01,17.00%,92.82,4.00
Inspira Tropical Garden Brand Keywords,2025-04-28,21015668604,8100.00,2,19,INR,54.95,10.53%,27.48,0.00
